timestamp,spot_open,spot_high,spot_low,spot_close,spot_volume,fut_open,fut_high,fut_low,fut_close,fut_volume,opt_open,opt_high,opt_low,opt_close,opt_volume,opt_strike,opt_type,opt_ltp,opt_iv,opt_oi
2025-10-29 09:15:00+05:30,25982.0,26022.85,25966.0,25979.75,0,26400.0,26497.2,26350.0,26457.4,2795,25982.0,26022.85,25966.0,25979.75,0,26000.0,CE,0.0,15.0,100000
2025-10-29 09:20:00+05:30,25980.55,25992.5,25968.4,25988.55,0,26457.4,26474.1,26457.4,26458.5,2600,25980.55,25992.5,25968.4,25988.55,0,26000.0,CE,0.0,15.0,100000
2025-10-29 09:25:00+05:30,25990.3,26016.85,25988.15,26010.0,0,26458.5,26499.0,26458.5,26494.0,1950,25990.3,26016.85,25988.15,26010.0,0,26000.0,CE,0.0,15.0,100000
2025-10-29 09:30:00+05:30,26010.75,26025.05,25996.3,25996.35,0,26494.0,26500.0,26492.0,26492.0,1755,26010.75,26025.05,25996.3,25996.35,0,26000.0,CE,0.0,15.0,100000
2025-10-29 09:35:00+05:30,25996.9,25996.9,25963.2,25965.2,0,26492.0,26492.0,26460.0,26464.5,1625,25996.9,25996.9,25963.2,25965.2,0,25950.0,CE,0.0,15.0,100000
2025-10-29 09:40:00+05:30,25965.7,25975.25,25960.3,25972.3,0,26464.5,26474.2,26460.0,26470.1,1495,25965.7,25975.25,25960.3,25972.3,0,25950.0,CE,0.0,15.0,100000
2025-10-29 09:45:00+05:30,25970.55,25995.5,25965.0,25968.15,0,26470.1,26485.0,26465.0,26465.0,1040,25970.55,25995.5,25965.0,25968.15,0,25950.0,CE,0.0,15.0,100000
2025-10-29 09:50:00+05:30,25968.15,25988.75,25966.0,25988.2,0,26465.0,26483.1,26465.0,26468.6,390,25968.15,25988.75,25966.0,25988.2,0,26000.0,CE,0.0,15.0,100000
2025-10-29 09:55:00+05:30,25988.4,25995.6,25979.25,25983.7,0,26468.6,26480.0,26468.6,26470.1,260,25988.4,25995.6,25979.25,25983.7,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:00:00+05:30,25983.6,26004.95,25983.6,25995.55,0,26470.1,26490.0,26470.1,26490.0,650,25983.6,26004.95,25983.6,25995.55,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:05:00+05:30,25996.0,25999.2,25986.1,25998.65,0,26490.0,26490.0,26485.0,26489.5,455,25996.0,25999.2,25986.1,25998.65,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:10:00+05:30,25997.8,26016.25,25994.3,25997.7,0,26489.5,26494.0,26481.1,26492.0,1105,25997.8,26016.25,25994.3,25997.7,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:15:00+05:30,25998.2,26003.95,25987.65,25987.95,0,26492.0,26492.0,26481.0,26481.0,585,25998.2,26003.95,25987.65,25987.95,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:20:00+05:30,25988.75,26018.45,25988.75,26012.0,0,26481.0,26500.0,26481.0,26500.0,2860,25988.75,26018.45,25988.75,26012.0,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:25:00+05:30,26012.3,26042.5,26011.45,26042.5,0,26500.0,26545.0,26500.0,26545.0,4420,26012.3,26042.5,26011.45,26042.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 10:30:00+05:30,26040.9,26064.55,26038.35,26061.25,0,26545.0,26581.3,26543.0,26575.0,3315,26040.9,26064.55,26038.35,26061.25,0,26050.0,CE,0.0,15.0,100000
2025-10-29 10:35:00+05:30,26060.75,26062.3,26043.3,26043.75,0,26575.0,26575.0,26550.0,26550.0,2340,26060.75,26062.3,26043.3,26043.75,0,26050.0,CE,0.0,15.0,100000
2025-10-29 10:40:00+05:30,26043.65,26050.45,26040.75,26046.15,0,26550.0,26559.9,26550.0,26558.9,780,26043.65,26050.45,26040.75,26046.15,0,26050.0,CE,0.0,15.0,100000
2025-10-29 10:45:00+05:30,26045.8,26050.6,26034.75,26036.3,0,26557.9,26559.5,26550.0,26550.0,2340,26045.8,26050.6,26034.75,26036.3,0,26050.0,CE,0.0,15.0,100000
2025-10-29 10:50:00+05:30,26035.05,26040.5,26022.0,26024.9,0,26550.0,26553.7,26545.0,26545.0,2015,26035.05,26040.5,26022.0,26024.9,0,26000.0,CE,0.0,15.0,100000
2025-10-29 10:55:00+05:30,26023.6,26047.6,26022.55,26041.4,0,26545.0,26559.3,26540.0,26555.0,1365,26023.6,26047.6,26022.55,26041.4,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:00:00+05:30,26040.3,26046.95,26031.6,26032.9,0,26555.0,26559.9,26545.1,26545.2,910,26040.3,26046.95,26031.6,26032.9,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:05:00+05:30,26032.7,26038.1,26030.35,26035.5,0,26545.2,26555.5,26544.5,26550.0,845,26032.7,26038.1,26030.35,26035.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:10:00+05:30,26035.7,26045.35,26017.7,26022.45,0,26550.0,26552.0,26540.0,26546.8,1365,26035.7,26045.35,26017.7,26022.45,0,26000.0,CE,0.0,15.0,100000
2025-10-29 11:15:00+05:30,26022.3,26028.8,26007.9,26014.95,0,26546.8,26548.6,26526.5,26535.0,1625,26022.3,26028.8,26007.9,26014.95,0,26000.0,CE,0.0,15.0,100000
2025-10-29 11:20:00+05:30,26014.85,26039.65,26011.1,26035.55,0,26535.0,26557.3,26535.0,26550.0,1560,26014.85,26039.65,26011.1,26035.55,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:25:00+05:30,26035.5,26049.0,26034.6,26040.7,0,26550.0,26567.0,26550.0,26555.0,1430,26035.5,26049.0,26034.6,26040.7,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:30:00+05:30,26040.35,26043.95,26032.0,26037.2,0,26555.0,26558.0,26550.0,26554.0,520,26040.35,26043.95,26032.0,26037.2,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:35:00+05:30,26036.85,26042.5,26028.5,26041.5,0,26554.0,26557.0,26544.9,26548.0,1105,26036.85,26042.5,26028.5,26041.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:40:00+05:30,26040.2,26053.95,26035.25,26049.6,0,26548.0,26548.0,26547.8,26547.8,325,26040.2,26053.95,26035.25,26049.6,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:45:00+05:30,26049.55,26052.65,26036.3,26038.85,0,26547.8,26555.0,26540.8,26540.8,195,26049.55,26052.65,26036.3,26038.85,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:50:00+05:30,26038.7,26041.1,26033.1,26034.45,0,26540.8,26540.8,26531.9,26540.0,1365,26038.7,26041.1,26033.1,26034.45,0,26050.0,CE,0.0,15.0,100000
2025-10-29 11:55:00+05:30,26034.85,26035.6,26024.45,26034.2,0,26540.0,26540.0,26531.0,26532.0,520,26034.85,26035.6,26024.45,26034.2,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:00:00+05:30,26034.8,26046.1,26025.55,26045.6,0,26532.0,26546.0,26532.0,26540.2,1170,26034.8,26046.1,26025.55,26045.6,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:05:00+05:30,26046.8,26061.4,26043.35,26057.65,0,26540.2,26554.9,26540.2,26554.9,1300,26046.8,26061.4,26043.35,26057.65,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:10:00+05:30,26057.7,26063.65,26052.75,26054.75,0,26554.9,26559.9,26550.0,26550.5,1105,26057.7,26063.65,26052.75,26054.75,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:15:00+05:30,26055.2,26062.7,26053.15,26058.8,0,26550.5,26562.0,26550.5,26560.0,1235,26055.2,26062.7,26053.15,26058.8,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:20:00+05:30,26059.6,26061.1,26049.55,26049.75,0,26560.0,26562.0,26560.0,26560.0,455,26059.6,26061.1,26049.55,26049.75,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:25:00+05:30,26049.95,26069.5,26048.95,26065.3,0,26560.0,26575.0,26560.0,26575.0,1495,26049.95,26069.5,26048.95,26065.3,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:30:00+05:30,26065.95,26076.35,26056.0,26056.95,0,26575.0,26591.0,26575.0,26581.0,1040,26065.95,26076.35,26056.0,26056.95,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:35:00+05:30,26056.85,26067.55,26056.85,26064.0,0,26581.0,26595.0,26580.2,26589.0,910,26056.85,26067.55,26056.85,26064.0,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:40:00+05:30,26064.2,26076.55,26061.65,26073.0,0,26589.0,26595.9,26588.9,26595.9,1235,26064.2,26076.55,26061.65,26073.0,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:45:00+05:30,26073.05,26084.1,26072.1,26080.4,0,26595.9,26602.0,26595.9,26599.0,1755,26073.05,26084.1,26072.1,26080.4,0,26100.0,CE,0.0,15.0,100000
2025-10-29 12:50:00+05:30,26082.05,26082.05,26068.6,26071.7,0,26599.0,26599.0,26590.0,26590.1,585,26082.05,26082.05,26068.6,26071.7,0,26050.0,CE,0.0,15.0,100000
2025-10-29 12:55:00+05:30,26071.85,26075.85,26067.95,26073.85,0,26590.1,26598.6,26590.0,26598.6,520,26071.85,26075.85,26067.95,26073.85,0,26050.0,CE,0.0,15.0,100000
2025-10-29 13:00:00+05:30,26073.9,26077.45,26058.5,26058.7,0,26598.6,26598.6,26587.0,26587.7,650,26073.9,26077.45,26058.5,26058.7,0,26050.0,CE,0.0,15.0,100000
2025-10-29 13:05:00+05:30,26059.4,26079.25,26056.95,26077.2,0,26587.7,26595.0,26585.0,26595.0,260,26059.4,26079.25,26056.95,26077.2,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:10:00+05:30,26077.65,26084.7,26073.05,26080.25,0,26595.0,26599.0,26587.5,26593.0,780,26077.65,26084.7,26073.05,26080.25,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:15:00+05:30,26080.0,26086.15,26076.6,26082.65,0,26593.0,26599.8,26587.6,26587.6,130,26080.0,26086.15,26076.6,26082.65,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:20:00+05:30,26082.2,26085.15,26072.95,26079.35,0,26587.6,26597.2,26587.6,26587.8,390,26082.2,26085.15,26072.95,26079.35,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:25:00+05:30,26080.85,26082.25,26066.15,26067.15,0,26587.8,26598.7,26587.8,26597.5,390,26080.85,26082.25,26066.15,26067.15,0,26050.0,CE,0.0,15.0,100000
2025-10-29 13:30:00+05:30,26068.0,26091.7,26064.3,26089.7,0,26597.5,26600.0,26597.5,26600.0,975,26068.0,26091.7,26064.3,26089.7,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:35:00+05:30,26090.2,26096.1,26083.55,26094.65,0,26600.0,26600.0,26591.1,26600.0,715,26090.2,26096.1,26083.55,26094.65,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:40:00+05:30,26095.4,26097.85,26070.4,26072.0,0,26600.0,26600.0,26590.0,26590.0,325,26095.4,26097.85,26070.4,26072.0,0,26050.0,CE,0.0,15.0,100000
2025-10-29 13:45:00+05:30,26072.65,26080.25,26065.5,26069.95,0,26590.0,26592.0,26582.0,26589.9,650,26072.65,26080.25,26065.5,26069.95,0,26050.0,CE,0.0,15.0,100000
2025-10-29 13:50:00+05:30,26069.55,26076.6,26069.55,26076.35,0,26589.9,26590.0,26582.4,26590.0,260,26069.55,26076.6,26069.55,26076.35,0,26100.0,CE,0.0,15.0,100000
2025-10-29 13:55:00+05:30,26076.75,26079.0,26058.4,26060.4,0,26590.0,26590.0,26578.4,26578.4,1430,26076.75,26079.0,26058.4,26060.4,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:00:00+05:30,26061.4,26061.4,26041.2,26046.0,0,26578.4,26578.4,26550.6,26550.6,1040,26061.4,26061.4,26041.2,26046.0,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:05:00+05:30,26046.0,26052.45,26038.9,26042.05,0,26550.6,26563.5,26550.6,26553.1,390,26046.0,26052.45,26038.9,26042.05,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:10:00+05:30,26043.05,26055.75,26042.95,26052.85,0,26553.1,26569.9,26553.1,26569.2,390,26043.05,26055.75,26042.95,26052.85,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:15:00+05:30,26053.15,26082.4,26051.85,26081.3,0,26569.2,26575.0,26568.8,26569.1,455,26053.15,26082.4,26051.85,26081.3,0,26100.0,CE,0.0,15.0,100000
2025-10-29 14:20:00+05:30,26081.75,26081.9,26047.3,26050.35,0,26569.1,26570.0,26569.0,26569.0,130,26081.75,26081.9,26047.3,26050.35,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:25:00+05:30,26051.2,26060.95,26048.9,26059.85,0,26569.0,26569.0,26555.0,26558.0,910,26051.2,26060.95,26048.9,26059.85,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:30:00+05:30,26060.65,26065.8,26054.7,26055.5,0,26558.0,26565.0,26558.0,26559.0,455,26060.65,26065.8,26054.7,26055.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:35:00+05:30,26056.45,26060.3,26047.7,26059.5,0,26559.0,26560.0,26555.0,26555.1,325,26056.45,26060.3,26047.7,26059.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:40:00+05:30,26059.95,26063.1,26048.5,26055.75,0,26557.8,26560.2,26557.8,26559.0,910,26059.95,26063.1,26048.5,26055.75,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:45:00+05:30,26056.95,26057.5,26021.6,26022.1,0,26559.0,26559.0,26541.1,26551.1,1495,26056.95,26057.5,26021.6,26022.1,0,26000.0,CE,0.0,15.0,100000
2025-10-29 14:50:00+05:30,26022.5,26048.65,26015.3,26038.65,0,26551.1,26568.9,26551.1,26563.0,585,26022.5,26048.65,26015.3,26038.65,0,26050.0,CE,0.0,15.0,100000
2025-10-29 14:55:00+05:30,26039.8,26047.9,26035.1,26045.9,0,26563.0,26564.9,26559.3,26560.0,520,26039.8,26047.9,26035.1,26045.9,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:00:00+05:30,26046.95,26046.95,26037.9,26040.5,0,26560.0,26564.9,26555.5,26555.5,585,26046.95,26046.95,26037.9,26040.5,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:05:00+05:30,26041.25,26046.9,26038.8,26039.3,0,26555.5,26565.0,26555.5,26565.0,910,26041.25,26046.9,26038.8,26039.3,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:10:00+05:30,26039.05,26045.5,26036.95,26043.55,0,26565.0,26569.8,26557.6,26557.6,455,26039.05,26045.5,26036.95,26043.55,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:15:00+05:30,26044.8,26055.45,26042.8,26054.3,0,26557.6,26573.3,26557.6,26573.3,910,26044.8,26055.45,26042.8,26054.3,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:20:00+05:30,26054.9,26070.7,26050.8,26065.95,0,26573.3,26590.0,26565.7,26587.8,2080,26054.9,26070.7,26050.8,26065.95,0,26050.0,CE,0.0,15.0,100000
2025-10-29 15:25:00+05:30,26067.65,26075.5,26062.6,26068.3,0,26587.8,26595.0,26587.8,26595.0,3055,26067.65,26075.5,26062.6,26068.3,0,26050.0,CE,0.0,15.0,100000
2025-10-30 09:15:00+05:30,25984.4,26032.05,25965.25,25985.15,0,26520.1,26539.9,26470.0,26490.5,8255,25984.4,26032.05,25965.25,25985.15,0,26000.0,CE,0.0,15.0,100000
2025-10-30 09:20:00+05:30,25982.05,25991.8,25963.85,25983.9,0,26490.5,26490.5,26470.0,26488.4,2080,25982.05,25991.8,25963.85,25983.9,0,26000.0,CE,0.0,15.0,100000
2025-10-30 09:25:00+05:30,25983.25,25993.2,25972.15,25978.7,0,26488.4,26488.4,26475.0,26480.0,3445,25983.25,25993.2,25972.15,25978.7,0,26000.0,CE,0.0,15.0,100000
2025-10-30 09:30:00+05:30,25978.85,25978.85,25932.9,25932.9,0,26480.0,26480.0,26431.0,26433.8,5200,25978.85,25978.85,25932.9,25932.9,0,25950.0,CE,0.0,15.0,100000
