timestamp,spot_open,spot_high,spot_low,spot_close,spot_volume,fut_open,fut_high,fut_low,fut_close,fut_volume,opt_open,opt_high,opt_low,opt_close,opt_volume,opt_strike,opt_type,opt_ltp,opt_iv,opt_oi
2025-10-30 09:35:00+05:30,25933.3,25951.45,25931.85,25940.4,0,26433.8,26443.7,26427.5,26435.9,1105,25933.3,25951.45,25931.85,25940.4,0,25950.0,CE,0.0,15.0,100000
2025-10-30 09:40:00+05:30,25939.6,25941.35,25915.3,25921.55,0,26435.9,26440.5,26410.2,26411.4,4290,25939.6,25941.35,25915.3,25921.55,0,25900.0,CE,0.0,15.0,100000
2025-10-30 09:45:00+05:30,25921.25,25930.3,25910.4,25930.0,0,26411.4,26420.8,26400.0,26417.1,5070,25921.25,25930.3,25910.4,25930.0,0,25950.0,CE,0.0,15.0,100000
2025-10-30 09:50:00+05:30,25930.75,25942.35,25899.85,25901.65,0,26417.1,26425.0,26390.0,26390.0,3575,25930.75,25942.35,25899.85,25901.65,0,25900.0,CE,0.0,15.0,100000
2025-10-30 09:55:00+05:30,25901.4,25912.05,25892.25,25905.85,0,26390.0,26403.1,26385.0,26390.1,2275,25901.4,25912.05,25892.25,25905.85,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:00:00+05:30,25906.55,25916.85,25900.4,25914.6,0,26390.1,26409.2,26390.1,26409.2,1820,25906.55,25916.85,25900.4,25914.6,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:05:00+05:30,25914.15,25948.5,25914.15,25946.25,0,26409.2,26435.0,26409.2,26435.0,1755,25914.15,25948.5,25914.15,25946.25,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:10:00+05:30,25944.9,25959.85,25936.55,25959.45,0,26435.0,26440.3,26423.0,26440.3,1040,25944.9,25959.85,25936.55,25959.45,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:15:00+05:30,25959.5,25967.4,25928.4,25929.65,0,26440.3,26448.9,26412.7,26412.7,1365,25959.5,25967.4,25928.4,25929.65,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:20:00+05:30,25929.6,25959.4,25928.35,25953.7,0,26412.7,26450.0,26411.8,26450.0,1235,25929.6,25959.4,25928.35,25953.7,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:25:00+05:30,25953.6,25955.0,25938.05,25938.05,0,26450.0,26450.0,26440.0,26440.0,715,25953.6,25955.0,25938.05,25938.05,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:30:00+05:30,25938.5,25942.0,25920.25,25920.7,0,26440.0,26440.0,26419.0,26419.0,780,25938.5,25942.0,25920.25,25920.7,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:35:00+05:30,25920.8,25938.25,25920.15,25930.15,0,26419.0,26419.0,26419.0,26419.0,0,25920.8,25938.25,25920.15,25930.15,0,25950.0,CE,0.0,15.0,100000
2025-10-30 10:40:00+05:30,25930.75,25931.4,25912.3,25917.8,0,26419.0,26420.1,26405.1,26406.4,520,25930.75,25931.4,25912.3,25917.8,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:45:00+05:30,25918.2,25926.7,25913.35,25919.5,0,26406.4,26406.5,26405.0,26405.0,195,25918.2,25926.7,25913.35,25919.5,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:50:00+05:30,25919.1,25931.35,25917.65,25920.1,0,26405.0,26423.7,26405.0,26423.7,260,25919.1,25931.35,25917.65,25920.1,0,25900.0,CE,0.0,15.0,100000
2025-10-30 10:55:00+05:30,25919.75,25932.2,25914.75,25916.35,0,26423.7,26423.7,26405.0,26409.4,1040,25919.75,25932.2,25914.75,25916.35,0,25900.0,CE,0.0,15.0,100000
2025-10-30 11:00:00+05:30,25916.55,25931.4,25911.95,25930.75,0,26409.4,26411.0,26403.1,26403.1,520,25916.55,25931.4,25911.95,25930.75,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:05:00+05:30,25930.65,25946.35,25928.6,25940.3,0,26403.1,26426.9,26403.1,26426.9,130,25930.65,25946.35,25928.6,25940.3,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:10:00+05:30,25940.35,25957.4,25937.75,25956.1,0,26426.9,26430.0,26426.0,26430.0,260,25940.35,25957.4,25937.75,25956.1,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:15:00+05:30,25956.3,25962.9,25947.25,25955.05,0,26430.0,26450.0,26430.0,26445.2,390,25956.3,25962.9,25947.25,25955.05,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:20:00+05:30,25954.65,25975.0,25950.1,25970.75,0,26445.2,26460.0,26445.2,26460.0,520,25954.65,25975.0,25950.1,25970.75,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:25:00+05:30,25970.9,25973.1,25954.25,25954.65,0,26460.0,26460.0,26455.0,26455.0,130,25970.9,25973.1,25954.25,25954.65,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:30:00+05:30,25954.3,25957.5,25940.5,25942.45,0,26455.0,26455.0,26440.9,26441.9,520,25954.3,25957.5,25940.5,25942.45,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:35:00+05:30,25942.1,25942.5,25931.45,25936.25,0,26441.9,26442.0,26441.9,26441.9,325,25942.1,25942.5,25931.45,25936.25,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:40:00+05:30,25936.8,25938.4,25930.7,25931.8,0,26441.9,26441.9,26433.0,26433.0,130,25936.8,25938.4,25930.7,25931.8,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:45:00+05:30,25931.75,25937.7,25928.6,25935.6,0,26433.0,26433.0,26421.3,26421.3,195,25931.75,25937.7,25928.6,25935.6,0,25950.0,CE,0.0,15.0,100000
2025-10-30 11:50:00+05:30,25935.3,25940.4,25908.35,25909.35,0,26421.3,26438.0,26405.6,26405.6,650,25935.3,25940.4,25908.35,25909.35,0,25900.0,CE,0.0,15.0,100000
2025-10-30 11:55:00+05:30,25909.7,25912.35,25902.25,25906.9,0,26405.6,26409.9,26403.0,26407.6,975,25909.7,25912.35,25902.25,25906.9,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:00:00+05:30,25907.05,25918.7,25904.4,25914.9,0,26407.6,26413.6,26401.0,26410.7,650,25907.05,25918.7,25904.4,25914.9,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:05:00+05:30,25915.4,25923.95,25906.05,25910.85,0,26410.7,26410.7,26408.8,26408.8,390,25915.4,25923.95,25906.05,25910.85,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:10:00+05:30,25909.85,25917.55,25909.55,25912.25,0,26408.8,26408.8,26404.4,26404.6,130,25909.85,25917.55,25909.55,25912.25,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:15:00+05:30,25911.85,25917.9,25898.9,25899.6,0,26404.6,26410.8,26396.5,26396.5,1300,25911.85,25917.9,25898.9,25899.6,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:20:00+05:30,25899.8,25922.0,25896.9,25921.0,0,26396.5,26411.9,26394.2,26409.9,325,25899.8,25922.0,25896.9,25921.0,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:25:00+05:30,25921.3,25927.3,25917.2,25919.95,0,26409.9,26419.9,26409.9,26419.9,195,25921.3,25927.3,25917.2,25919.95,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:30:00+05:30,25919.7,25921.25,25902.35,25911.4,0,26419.9,26419.9,26405.0,26405.0,130,25919.7,25921.25,25902.35,25911.4,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:35:00+05:30,25911.45,25926.45,25909.0,25920.2,0,26405.0,26419.9,26400.0,26417.2,715,25911.45,25926.45,25909.0,25920.2,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:40:00+05:30,25921.2,25924.8,25912.3,25920.45,0,26417.2,26417.2,26415.4,26415.4,65,25921.2,25924.8,25912.3,25920.45,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:45:00+05:30,25919.55,25927.6,25918.2,25920.5,0,26415.4,26420.0,26415.4,26420.0,715,25919.55,25927.6,25918.2,25920.5,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:50:00+05:30,25920.7,25922.75,25915.2,25916.65,0,26420.0,26421.5,26420.0,26421.5,130,25920.7,25922.75,25915.2,25916.65,0,25900.0,CE,0.0,15.0,100000
2025-10-30 12:55:00+05:30,25916.85,25918.45,25905.8,25906.5,0,26421.5,26421.5,26400.0,26400.0,260,25916.85,25918.45,25905.8,25906.5,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:00:00+05:30,25907.25,25912.05,25901.5,25910.75,0,26400.0,26403.8,26394.0,26403.8,520,25907.25,25912.05,25901.5,25910.75,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:05:00+05:30,25911.05,25923.45,25903.3,25910.0,0,26403.8,26409.9,26400.8,26400.8,260,25911.05,25923.45,25903.3,25910.0,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:10:00+05:30,25911.5,25925.15,25909.75,25923.05,0,26401.3,26410.0,26401.3,26410.0,195,25911.5,25925.15,25909.75,25923.05,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:15:00+05:30,25924.0,25932.15,25914.55,25925.8,0,26410.0,26420.0,26410.0,26420.0,195,25924.0,25932.15,25914.55,25925.8,0,25950.0,CE,0.0,15.0,100000
2025-10-30 13:20:00+05:30,25926.0,25932.35,25902.1,25905.35,0,26420.0,26420.0,26412.3,26412.3,455,25926.0,25932.35,25902.1,25905.35,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:25:00+05:30,25906.2,25912.15,25893.65,25896.9,0,26412.3,26412.3,26390.1,26390.1,975,25906.2,25912.15,25893.65,25896.9,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:30:00+05:30,25896.3,25901.2,25871.55,25877.6,0,26390.1,26391.0,26375.0,26375.0,4940,25896.3,25901.2,25871.55,25877.6,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:35:00+05:30,25878.2,25887.9,25867.15,25881.15,0,26375.0,26381.0,26370.0,26381.0,650,25878.2,25887.9,25867.15,25881.15,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:40:00+05:30,25881.85,25885.3,25874.25,25880.8,0,26381.0,26386.5,26381.0,26386.5,130,25881.85,25885.3,25874.25,25880.8,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:45:00+05:30,25881.25,25883.2,25864.45,25866.35,0,26386.5,26386.5,26372.1,26372.1,780,25881.25,25883.2,25864.45,25866.35,0,25850.0,CE,0.0,15.0,100000
2025-10-30 13:50:00+05:30,25866.45,25885.55,25865.65,25882.45,0,26372.1,26384.6,26372.1,26384.6,195,25866.45,25885.55,25865.65,25882.45,0,25900.0,CE,0.0,15.0,100000
2025-10-30 13:55:00+05:30,25882.7,25893.65,25865.15,25889.0,0,26384.6,26404.8,26377.5,26403.1,845,25882.7,25893.65,25865.15,25889.0,0,25900.0,CE,0.0,15.0,100000
2025-10-30 14:00:00+05:30,25889.7,25892.4,25870.8,25878.35,0,26403.1,26403.1,26385.0,26393.1,845,25889.7,25892.4,25870.8,25878.35,0,25900.0,CE,0.0,15.0,100000
2025-10-30 14:05:00+05:30,25878.7,25882.25,25872.6,25874.75,0,26393.1,26395.4,26386.1,26387.0,780,25878.7,25882.25,25872.6,25874.75,0,25850.0,CE,0.0,15.0,100000
