timestamp,spot_open,spot_high,spot_low,spot_close,spot_volume,fut_open,fut_high,fut_low,fut_close,fut_volume,opt_open,opt_high,opt_low,opt_close,opt_volume,opt_strike,opt_type,opt_ltp,opt_iv,opt_oi,EMA_5,EMA_15,ATM_call_IV,ATM_put_IV,ATM_call_OI,ATM_put_OI,call_delta,put_delta,Average_IV,IV_Spread,PCR_OI,PCR_Volume,Futures_Basis,spot_return,fut_return,Delta_Neutral_Ratio,Gamma_Exposure
2025-10-29 09:15:00+05:30,25982.0,26022.85,25966.0,25979.75,0,26400.0,26497.2,26350.0,26457.4,2795,25982.0,26022.85,25966.0,25979.75,0,26000.0,CE,0.0,15.0,100000,25979.75,25979.75,,,,,,,,,,,0.018385473301321276,,,,
2025-10-29 09:20:00+05:30,25980.55,25992.5,25968.4,25988.55,0,26457.4,26474.1,26457.4,26458.5,2600,25980.55,25992.5,25968.4,25988.55,0,26000.0,CE,0.0,15.0,100000,25982.683333333334,25980.85,,,,,,,,,,,0.018082963458907895,0.0003386679989189099,4.157540550781718e-05,,
2025-10-29 09:25:00+05:30,25990.3,26016.85,25988.15,26010.0,0,26458.5,26499.0,26458.5,26494.0,1950,25990.3,26016.85,25988.15,26010.0,0,26000.0,CE,0.0,15.0,100000,25991.788888888892,25984.493749999998,,,,,,,,,,,0.018608227604767397,0.0008250230522461464,0.0013408245245652753,,
2025-10-29 09:30:00+05:30,26010.75,26025.05,25996.3,25996.35,0,26494.0,26500.0,26492.0,26492.0,1755,26010.75,26025.05,25996.3,25996.35,0,26000.0,CE,0.0,15.0,100000,25993.309259259266,25985.97578125,,,,,,,,,,,0.019066138130929975,-0.0005249359093052186,-7.549163933680356e-05,,
2025-10-29 09:35:00+05:30,25996.9,25996.9,25963.2,25965.2,0,26492.0,26492.0,26460.0,26464.5,1625,25996.9,25996.9,25963.2,25965.2,0,25950.0,CE,0.0,15.0,100000,25983.939506172846,25983.378808593752,,,,,,,,,,,0.019229584212715454,-0.0011989636079579667,-0.0010385883686400488,,
2025-10-29 09:40:00+05:30,25965.7,25975.25,25960.3,25972.3,0,26464.5,26474.2,26460.0,26470.1,1495,25965.7,25975.25,25960.3,25972.3,0,25950.0,CE,0.0,15.0,100000,25980.0596707819,25981.99395751953,,,,,,,,,,,0.01916657361881694,0.00027340553720248725,0.0002115818395109081,,
2025-10-29 09:45:00+05:30,25970.55,25995.5,25965.0,25968.15,0,26470.1,26485.0,26465.0,26465.0,1040,25970.55,25995.5,25965.0,25968.15,0,25950.0,CE,0.0,15.0,100000,25976.089780521266,25980.26346282959,,,,,,,,,,,0.019133053374999702,-0.00015979838483604056,-0.00019268878365307578,,
2025-10-29 09:50:00+05:30,25968.15,25988.75,25966.0,25988.2,0,26465.0,26483.1,26465.0,26468.6,390,25968.15,25988.75,25966.0,25988.2,0,26000.0,CE,0.0,15.0,100000,25980.126520347512,25981.255529975893,,,,,,,,,,,0.018485312564933232,0.0007718017526357415,0.0001360194661066471,,
2025-10-29 09:55:00+05:30,25988.4,25995.6,25979.25,25983.7,0,26468.6,26480.0,26468.6,26470.1,260,25988.4,25995.6,25979.25,25983.7,0,26000.0,CE,0.0,15.0,100000,25981.317680231678,25981.561088728908,,,,,,,,,,,0.01871942794906029,-0.0001731705021846801,5.6669317546657015e-05,,
2025-10-29 10:00:00+05:30,25983.6,26004.95,25983.6,25995.55,0,26470.1,26490.0,26470.1,26490.0,650,25983.6,26004.95,25983.6,25995.55,0,26000.0,CE,0.0,15.0,100000,25986.06178682112,25983.309702637795,,,,,,,,,,,0.01902056313484426,0.00045595118072263874,0.0007515091903743476,,
2025-10-29 10:05:00+05:30,25996.0,25999.2,25986.1,25998.65,0,26490.0,26490.0,26485.0,26489.5,455,25996.0,25999.2,25986.1,25998.65,0,26000.0,CE,0.0,15.0,100000,25990.257857880748,25985.22723980807,,,,,,,,,,,0.018879826452527285,0.00011924406967225822,-1.887522532361669e-05,,
2025-10-29 10:10:00+05:30,25997.8,26016.25,25994.3,25997.7,0,26489.5,26494.0,26481.1,26492.0,1105,25997.8,26016.25,25994.3,25997.7,0,26000.0,CE,0.0,15.0,100000,25992.738571920498,25986.786334832064,,,,,,,,,,,0.019013220400266147,-3.654102644156174e-05,9.437256407823253e-05,,
2025-10-29 10:15:00+05:30,25998.2,26003.95,25987.65,25987.95,0,26492.0,26492.0,26481.0,26481.0,585,25998.2,26003.95,25987.65,25987.95,0,26000.0,CE,0.0,15.0,100000,25991.142381280333,25986.93179297806,,,,,,,,,,,0.018972254448696386,-0.0003751035185410224,-0.0004153059165275414,,
2025-10-29 10:20:00+05:30,25988.75,26018.45,25988.75,26012.0,0,26481.0,26500.0,26481.0,26500.0,2860,25988.75,26018.45,25988.75,26012.0,0,26000.0,CE,0.0,15.0,100000,25998.09492085356,25990.065318855803,,,,,,,,,,,0.018760572043672152,0.0009250009553786316,0.0007172382859710196,,
2025-10-29 10:25:00+05:30,26012.3,26042.5,26011.45,26042.5,0,26500.0,26545.0,26500.0,26545.0,4420,26012.3,26042.5,26011.45,26042.5,0,26050.0,CE,0.0,15.0,100000,26012.896613902376,25996.619653998827,,,,,,,,,,,0.01929538254775847,0.001171848869561367,0.0016966730434582044,,
2025-10-29 10:30:00+05:30,26040.9,26064.55,26038.35,26061.25,0,26545.0,26581.3,26543.0,26575.0,3315,26040.9,26064.55,26038.35,26061.25,0,26050.0,CE,0.0,15.0,100000,26029.014409268253,26004.698447248975,,,,,,,,,,,0.019713175691879706,0.0007197179016622573,0.0011295181923768522,,
2025-10-29 10:35:00+05:30,26060.75,26062.3,26043.3,26043.75,0,26575.0,26575.0,26550.0,26550.0,2340,26060.75,26062.3,26043.3,26043.75,0,26050.0,CE,0.0,15.0,100000,26033.926272845503,26009.57989134285,,,,,,,,,,,0.019438444924406047,-0.0006717205895024775,-0.0009411765400637422,,
2025-10-29 10:40:00+05:30,26043.65,26050.45,26040.75,26046.15,0,26550.0,26559.9,26550.0,26558.9,780,26043.65,26050.45,26040.75,26046.15,0,26050.0,CE,0.0,15.0,100000,26038.00084856367,26014.151154924995,,,,,,,,,,,0.019686210821944893,9.214838199737748e-05,0.00033516039998250825,,
2025-10-29 10:45:00+05:30,26045.8,26050.6,26034.75,26036.3,0,26557.9,26559.5,26550.0,26550.0,2340,26045.8,26050.6,26034.75,26036.3,0,26050.0,CE,0.0,15.0,100000,26037.43389904245,26016.91976055937,,,,,,,,,,,0.019730145988485336,-0.0003782464195689131,-0.0003351603999825257,,
2025-10-29 10:50:00+05:30,26035.05,26040.5,26022.0,26024.9,0,26550.0,26553.7,26545.0,26545.0,2015,26035.05,26040.5,26022.0,26024.9,0,26000.0,CE,0.0,15.0,100000,26033.25593269497,26017.917290489448,,,,,,,,,,,0.01998470695372503,-0.00043794611657839764,-0.00018834165231307928,,
2025-10-29 10:55:00+05:30,26023.6,26047.6,26022.55,26041.4,0,26545.0,26559.3,26540.0,26555.0,1365,26023.6,26047.6,26022.55,26041.4,0,26050.0,CE,0.0,15.0,100000,26035.97062179665,26020.852629178265,,,,,,,,,,,0.019722441957805592,0.0006338073015501673,0.00037664783872775606,,
2025-10-29 11:00:00+05:30,26040.3,26046.95,26031.6,26032.9,0,26555.0,26559.9,26545.1,26545.2,910,26040.3,26046.95,26031.6,26032.9,0,26050.0,CE,0.0,15.0,100000,26034.947081197766,26022.358550530982,,,,,,,,,,,0.019678944719950495,-0.00032645662353558935,-0.00036911349152231706,,
2025-10-29 11:05:00+05:30,26032.7,26038.1,26030.35,26035.5,0,26545.2,26555.5,26544.5,26550.0,845,26032.7,26038.1,26030.35,26035.5,0,26050.0,CE,0.0,15.0,100000,26035.13138746518,26024.00123171461,,,,,,,,,,,0.019761479518349945,9.986863441782974e-05,0.0001808073051075809,,
2025-10-29 11:10:00+05:30,26035.7,26045.35,26017.7,26022.45,0,26550.0,26552.0,26540.0,26546.8,1365,26035.7,26045.35,26017.7,26022.45,0,26000.0,CE,0.0,15.0,100000,26030.904258310118,26023.807327750284,,,,,,,,,,,0.02014990902086462,-0.0005013643554292619,-0.00012053457096752984,,
2025-10-29 11:15:00+05:30,26022.3,26028.8,26007.9,26014.95,0,26546.8,26548.6,26526.5,26535.0,1625,26022.3,26028.8,26007.9,26014.95,0,26000.0,CE,0.0,15.0,100000,26025.58617220675,26022.7001617815,,,,,,,,,,,0.019990428580489265,-0.00028825421915510037,-0.00044459683712203164,,
2025-10-29 11:20:00+05:30,26014.85,26039.65,26011.1,26035.55,0,26535.0,26557.3,26535.0,26550.0,1560,26014.85,26039.65,26011.1,26035.55,0,26050.0,CE,0.0,15.0,100000,26028.907448137834,26024.30639155881,,,,,,,,,,,0.01975952111631983,0.0007915390275040698,0.0005651314080896349,,
2025-10-29 11:25:00+05:30,26035.5,26049.0,26034.6,26040.7,0,26550.0,26567.0,26550.0,26555.0,1430,26035.5,26049.0,26034.6,26040.7,0,26050.0,CE,0.0,15.0,100000,26032.838298758557,26026.35559261396,,,,,,,,,,,0.019749853114547584,0.0001977868996630289,0.00018830618641457335,,
2025-10-29 11:30:00+05:30,26040.35,26043.95,26032.0,26037.2,0,26555.0,26558.0,26550.0,26554.0,520,26040.35,26043.95,26032.0,26037.2,0,26050.0,CE,0.0,15.0,100000,26034.292199172374,26027.711143537217,,,,,,,,,,,0.019848524418908303,-0.00013441402227317215,-3.765840065215044e-05,,
2025-10-29 11:35:00+05:30,26036.85,26042.5,26028.5,26041.5,0,26554.0,26557.0,26544.9,26548.0,1105,26036.85,26042.5,26028.5,26041.5,0,26050.0,CE,0.0,15.0,100000,26036.69479944825,26029.434750595065,,,,,,,,,,,0.01944972447823666,0.0001651346907572168,-0.00022598019003178802,,
2025-10-29 11:40:00+05:30,26040.2,26053.95,26035.25,26049.6,0,26548.0,26548.0,26547.8,26547.8,325,26040.2,26053.95,26035.25,26049.6,0,26050.0,CE,0.0,15.0,100000,26040.996532965502,26031.95540677068,,,,,,,,,,,0.01912505374362757,0.00031099362713715674,-7.533552559726059e-06,,
2025-10-29 11:45:00+05:30,26049.55,26052.65,26036.3,26038.85,0,26547.8,26555.0,26540.8,26540.8,195,26049.55,26052.65,26036.3,26038.85,0,26050.0,CE,0.0,15.0,100000,26040.281021977004,26032.817230924345,,,,,,,,,,,0.019276964996534054,-0.0004127594563717691,-0.0002637101012483397,,
2025-10-29 11:50:00+05:30,26038.7,26041.1,26033.1,26034.45,0,26540.8,26540.8,26531.9,26540.0,1365,26038.7,26041.1,26033.1,26034.45,0,26050.0,CE,0.0,15.0,100000,26038.33734798467,26033.021327058803,,,,,,,,,,,0.019418501255067777,-0.00016899255512778453,-3.0142725808933355e-05,,
2025-10-29 11:55:00+05:30,26034.85,26035.6,26024.45,26034.2,0,26540.0,26540.0,26531.0,26532.0,520,26034.85,26035.6,26024.45,26034.2,0,26050.0,CE,0.0,15.0,100000,26036.95823198978,26033.168661176453,,,,,,,,,,,0.01912100237380059,-9.602707195248045e-06,-0.00030147724075190493,,
2025-10-29 12:00:00+05:30,26034.8,26046.1,26025.55,26045.6,0,26532.0,26546.0,26532.0,26540.2,1170,26034.8,26046.1,26025.55,26045.6,0,26050.0,CE,0.0,15.0,100000,26039.83882132652,26034.722578529396,,,,,,,,,,,0.0189897717848697,0.0004377897066453113,0.0003090130073842718,,
2025-10-29 12:05:00+05:30,26046.8,26061.4,26043.35,26057.65,0,26540.2,26554.9,26540.2,26554.9,1300,26046.8,26061.4,26043.35,26057.65,0,26050.0,CE,0.0,15.0,100000,26045.77588088435,26037.588506213222,,,,,,,,,,,0.01908268780953002,0.000462543131756352,0.0005537234274197539,,
