timestamp,spot_open,spot_high,spot_low,spot_close,spot_volume,fut_open,fut_high,fut_low,fut_close,fut_volume,opt_open,opt_high,opt_low,opt_close,opt_volume,opt_strike,opt_type,opt_ltp,opt_iv,opt_oi,EMA_5,EMA_15,ATM_call_IV,ATM_put_IV,ATM_call_OI,ATM_put_OI,call_delta,put_delta,Average_IV,IV_Spread,PCR_OI,PCR_Volume,Futures_Basis,spot_return,fut_return,Delta_Neutral_Ratio,Gamma_Exposure,Vega,regime_state,regime
2025-10-29 09:15:00+05:30,25982.0,26022.85,25966.0,25979.75,0,26400.0,26497.2,26350.0,26457.4,2795,25982.0,26022.85,25966.0,25979.75,0,26000.0,CE,0.0,15.0,100000,25979.75,25979.75,,,,,,,,,,,0.0183854733013212,,,,,0,2,1
2025-10-29 09:20:00+05:30,25980.55,25992.5,25968.4,25988.55,0,26457.4,26474.1,26457.4,26458.5,2600,25980.55,25992.5,25968.4,25988.55,0,26000.0,CE,0.0,15.0,100000,25982.68333333333,25980.85,,,,,,,,,,,0.0180829634589078,0.0003386679989189,4.157540550781718e-05,,,0,2,1
2025-10-29 09:25:00+05:30,25990.3,26016.85,25988.15,26010.0,0,26458.5,26499.0,26458.5,26494.0,1950,25990.3,26016.85,25988.15,26010.0,0,26000.0,CE,0.0,15.0,100000,25991.78888888889,25984.49375,,,,,,,,,,,0.0186082276047673,0.0008250230522461,0.0013408245245652,,,0,2,1
2025-10-29 09:30:00+05:30,26010.75,26025.05,25996.3,25996.35,0,26494.0,26500.0,26492.0,26492.0,1755,26010.75,26025.05,25996.3,25996.35,0,26000.0,CE,0.0,15.0,100000,25993.309259259266,25985.97578125,,,,,,,,,,,0.0190661381309299,-0.0005249359093052,-7.549163933680356e-05,,,0,2,1
2025-10-29 09:35:00+05:30,25996.9,25996.9,25963.2,25965.2,0,26492.0,26492.0,26460.0,26464.5,1625,25996.9,25996.9,25963.2,25965.2,0,25950.0,CE,0.0,15.0,100000,25983.939506172846,25983.378808593752,,,,,,,,,,,0.0192295842127154,-0.0011989636079579,-0.00103858836864,,,0,2,1
2025-10-29 09:40:00+05:30,25965.7,25975.25,25960.3,25972.3,0,26464.5,26474.2,26460.0,26470.1,1495,25965.7,25975.25,25960.3,25972.3,0,25950.0,CE,0.0,15.0,100000,25980.0596707819,25981.99395751953,,,,,,,,,,,0.0191665736188169,0.0002734055372024,0.0002115818395109,,,0,2,1
2025-10-29 09:45:00+05:30,25970.55,25995.5,25965.0,25968.15,0,26470.1,26485.0,26465.0,26465.0,1040,25970.55,25995.5,25965.0,25968.15,0,25950.0,CE,0.0,15.0,100000,25976.089780521263,25980.26346282959,,,,,,,,,,,0.0191330533749997,-0.000159798384836,-0.000192688783653,,,0,2,1
2025-10-29 09:50:00+05:30,25968.15,25988.75,25966.0,25988.2,0,26465.0,26483.1,26465.0,26468.6,390,25968.15,25988.75,25966.0,25988.2,0,26000.0,CE,0.0,15.0,100000,25980.126520347512,25981.255529975893,,,,,,,,,,,0.0184853125649332,0.0007718017526357,0.0001360194661066,,,0,2,1
2025-10-29 09:55:00+05:30,25988.4,25995.6,25979.25,25983.7,0,26468.6,26480.0,26468.6,26470.1,260,25988.4,25995.6,25979.25,25983.7,0,26000.0,CE,0.0,15.0,100000,25981.31768023168,25981.561088728908,,,,,,,,,,,0.0187194279490602,-0.0001731705021846,5.6669317546657015e-05,,,0,2,1
2025-10-29 10:00:00+05:30,25983.6,26004.95,25983.6,25995.55,0,26470.1,26490.0,26470.1,26490.0,650,25983.6,26004.95,25983.6,25995.55,0,26000.0,CE,0.0,15.0,100000,25986.06178682112,25983.309702637795,,,,,,,,,,,0.0190205631348442,0.0004559511807226,0.0007515091903743,,,0,2,1
2025-10-29 10:05:00+05:30,25996.0,25999.2,25986.1,25998.65,0,26490.0,26490.0,26485.0,26489.5,455,25996.0,25999.2,25986.1,25998.65,0,26000.0,CE,0.0,15.0,100000,25990.257857880748,25985.22723980807,,,,,,,,,,,0.0188798264525272,0.0001192440696722,-1.887522532361669e-05,,,0,2,1
2025-10-29 10:10:00+05:30,25997.8,26016.25,25994.3,25997.7,0,26489.5,26494.0,26481.1,26492.0,1105,25997.8,26016.25,25994.3,25997.7,0,26000.0,CE,0.0,15.0,100000,25992.738571920498,25986.786334832064,,,,,,,,,,,0.0190132204002661,-3.654102644156174e-05,9.437256407823253e-05,,,0,2,1
2025-10-29 10:15:00+05:30,25998.2,26003.95,25987.65,25987.95,0,26492.0,26492.0,26481.0,26481.0,585,25998.2,26003.95,25987.65,25987.95,0,26000.0,CE,0.0,15.0,100000,25991.142381280333,25986.93179297806,,,,,,,,,,,0.0189722544486963,-0.000375103518541,-0.0004153059165275,,,0,2,1
