date,open,high,low,close,volume
2025-10-30 09:55:00+05:30,26390.0,26403.1,26385.0,26390.1,2275
2025-10-30 10:00:00+05:30,26390.1,26409.2,26390.1,26409.2,1820
2025-10-30 10:05:00+05:30,26409.2,26435.0,26409.2,26435.0,1755
2025-10-30 10:10:00+05:30,26435.0,26440.3,26423.0,26440.3,1040
2025-10-30 10:15:00+05:30,26440.3,26448.9,26412.7,26412.7,1365
2025-10-30 10:20:00+05:30,26412.7,26450.0,26411.8,26450.0,1235
2025-10-30 10:25:00+05:30,26450.0,26450.0,26440.0,26440.0,715
2025-10-30 10:30:00+05:30,26440.0,26440.0,26419.0,26419.0,780
2025-10-30 10:35:00+05:30,26419.0,26419.0,26419.0,26419.0,0
2025-10-30 10:40:00+05:30,26419.0,26420.1,26405.1,26406.4,520
2025-10-30 10:45:00+05:30,26406.4,26406.5,26405.0,26405.0,195
2025-10-30 10:50:00+05:30,26405.0,26423.7,26405.0,26423.7,260
2025-10-30 10:55:00+05:30,26423.7,26423.7,26405.0,26409.4,1040
2025-10-30 11:00:00+05:30,26409.4,26411.0,26403.1,26403.1,520
2025-10-30 11:05:00+05:30,26403.1,26426.9,26403.1,26426.9,130
2025-10-30 11:10:00+05:30,26426.9,26430.0,26426.0,26430.0,260
2025-10-30 11:15:00+05:30,26430.0,26450.0,26430.0,26445.2,390
2025-10-30 11:20:00+05:30,26445.2,26460.0,26445.2,26460.0,520
2025-10-30 11:25:00+05:30,26460.0,26460.0,26455.0,26455.0,130
2025-10-30 11:30:00+05:30,26455.0,26455.0,26440.9,26441.9,520
2025-10-30 11:35:00+05:30,26441.9,26442.0,26441.9,26441.9,325
2025-10-30 11:40:00+05:30,26441.9,26441.9,26433.0,26433.0,130
2025-10-30 11:45:00+05:30,26433.0,26433.0,26421.3,26421.3,195
2025-10-30 11:50:00+05:30,26421.3,26438.0,26405.6,26405.6,650
2025-10-30 11:55:00+05:30,26405.6,26409.9,26403.0,26407.6,975
2025-10-30 12:00:00+05:30,26407.6,26413.6,26401.0,26410.7,650
2025-10-30 12:05:00+05:30,26410.7,26410.7,26408.8,26408.8,390
2025-10-30 12:10:00+05:30,26408.8,26408.8,26404.4,26404.6,130
2025-10-30 12:15:00+05:30,26404.6,26410.8,26396.5,26396.5,1300
2025-10-30 12:20:00+05:30,26396.5,26411.9,26394.2,26409.9,325
2025-10-30 12:25:00+05:30,26409.9,26419.9,26409.9,26419.9,195
2025-10-30 12:30:00+05:30,26419.9,26419.9,26405.0,26405.0,130
2025-10-30 12:35:00+05:30,26405.0,26419.9,26400.0,26417.2,715
2025-10-30 12:40:00+05:30,26417.2,26417.2,26415.4,26415.4,65
2025-10-30 12:45:00+05:30,26415.4,26420.0,26415.4,26420.0,715
2025-10-30 12:50:00+05:30,26420.0,26421.5,26420.0,26421.5,130
2025-10-30 12:55:00+05:30,26421.5,26421.5,26400.0,26400.0,260
2025-10-30 13:00:00+05:30,26400.0,26403.8,26394.0,26403.8,520
2025-10-30 13:05:00+05:30,26403.8,26409.9,26400.8,26400.8,260
2025-10-30 13:10:00+05:30,26401.3,26410.0,26401.3,26410.0,195
2025-10-30 13:15:00+05:30,26410.0,26420.0,26410.0,26420.0,195
2025-10-30 13:20:00+05:30,26420.0,26420.0,26412.3,26412.3,455
2025-10-30 13:25:00+05:30,26412.3,26412.3,26390.1,26390.1,975
2025-10-30 13:30:00+05:30,26390.1,26391.0,26375.0,26375.0,4940
2025-10-30 13:35:00+05:30,26375.0,26381.0,26370.0,26381.0,650
2025-10-30 13:40:00+05:30,26381.0,26386.5,26381.0,26386.5,130
2025-10-30 13:45:00+05:30,26386.5,26386.5,26372.1,26372.1,780
2025-10-30 13:50:00+05:30,26372.1,26384.6,26372.1,26384.6,195
2025-10-30 13:55:00+05:30,26384.6,26404.8,26377.5,26403.1,845
2025-10-30 14:00:00+05:30,26403.1,26403.1,26385.0,26393.1,845
2025-10-30 14:05:00+05:30,26393.1,26395.4,26386.1,26387.0,780
2025-10-30 14:10:00+05:30,26387.0,26390.6,26381.0,26385.0,650
2025-10-30 14:15:00+05:30,26385.0,26400.0,26385.0,26400.0,1040
2025-10-30 14:20:00+05:30,26400.0,26410.1,26400.0,26410.0,390
2025-10-30 14:25:00+05:30,26410.0,26410.0,26402.5,26410.0,780
2025-10-30 14:30:00+05:30,26410.0,26410.0,26385.1,26385.1,650
2025-10-30 14:35:00+05:30,26385.1,26400.0,26385.1,26395.0,130
2025-10-30 14:40:00+05:30,26395.0,26411.1,26395.0,26411.1,585
2025-10-30 14:45:00+05:30,26411.1,26412.3,26395.0,26395.0,585
2025-10-30 14:50:00+05:30,26395.0,26395.0,26380.0,26380.0,1170
2025-10-30 14:55:00+05:30,26380.0,26380.0,26367.5,26370.8,1560
2025-10-30 15:00:00+05:30,26370.8,26386.0,26370.8,26381.3,390
2025-10-30 15:05:00+05:30,26381.3,26381.3,26372.1,26380.0,260
2025-10-30 15:10:00+05:30,26380.0,26383.2,26374.1,26383.2,1170
2025-10-30 15:15:00+05:30,26383.2,26397.4,26380.1,26397.4,650
2025-10-30 15:20:00+05:30,26397.4,26398.9,26389.2,26397.9,390
2025-10-30 15:25:00+05:30,26397.9,26397.9,26381.6,26381.6,845
2025-10-31 09:15:00+05:30,26340.0,26351.8,26325.0,26351.0,3705
2025-10-31 09:20:00+05:30,26351.0,26380.0,26345.8,26380.0,2470
2025-10-31 09:25:00+05:30,26380.0,26420.0,26380.0,26419.0,910
2025-10-31 09:30:00+05:30,26419.0,26449.9,26414.0,26449.9,975
2025-10-31 09:35:00+05:30,26449.9,26450.0,26441.6,26450.0,3250
2025-10-31 09:40:00+05:30,26450.0,26450.9,26420.8,26420.8,2145
2025-10-31 09:45:00+05:30,26420.8,26438.9,26420.8,26426.5,650
2025-10-31 09:50:00+05:30,26426.5,26435.2,26422.0,26425.0,585
2025-10-31 09:55:00+05:30,26425.0,26435.0,26425.0,26431.2,195
2025-10-31 10:00:00+05:30,26431.2,26431.2,26401.0,26401.0,1105
2025-10-31 10:05:00+05:30,26401.0,26401.0,26376.0,26380.1,2210
2025-10-31 10:10:00+05:30,26380.1,26388.4,26372.0,26376.6,845
2025-10-31 10:15:00+05:30,26376.6,26385.0,26360.0,26362.0,1430
2025-10-31 10:20:00+05:30,26362.0,26362.0,26331.7,26340.7,1430
2025-10-31 10:25:00+05:30,26343.2,26344.0,26330.0,26344.0,845
2025-10-31 10:30:00+05:30,26344.0,26344.0,26305.0,26309.2,2405
2025-10-31 10:35:00+05:30,26309.2,26314.6,26290.0,26300.0,5200
2025-10-31 10:40:00+05:30,26300.0,26320.1,26294.9,26320.1,845
2025-10-31 10:45:00+05:30,26320.1,26324.4,26320.0,26320.0,260
2025-10-31 10:50:00+05:30,26320.0,26320.0,26307.0,26307.0,715
2025-10-31 10:55:00+05:30,26307.0,26307.0,26293.0,26293.0,845
2025-10-31 11:00:00+05:30,26293.0,26293.0,26260.0,26265.0,5785
2025-10-31 11:05:00+05:30,26265.0,26275.2,26261.5,26274.3,1170
2025-10-31 11:10:00+05:30,26274.3,26274.6,26251.0,26271.5,1495
2025-10-31 11:15:00+05:30,26271.5,26273.5,26260.0,26267.5,715
2025-10-31 11:20:00+05:30,26267.5,26290.4,26267.5,26288.3,715
2025-10-31 11:25:00+05:30,26288.3,26288.3,26269.9,26269.9,715
2025-10-31 11:30:00+05:30,26269.9,26289.1,26260.1,26289.1,520
2025-10-31 11:35:00+05:30,26289.1,26289.1,26285.0,26285.0,65
2025-10-31 11:40:00+05:30,26285.0,26299.0,26283.0,26283.0,910
2025-10-31 11:45:00+05:30,26283.0,26299.8,26283.0,26294.9,390
2025-10-31 11:50:00+05:30,26294.9,26307.0,26294.9,26307.0,390
2025-10-31 11:55:00+05:30,26307.0,26308.0,26301.4,26307.0,260
2025-10-31 12:00:00+05:30,26307.0,26320.0,26307.0,26320.0,390
2025-10-31 12:05:00+05:30,26320.0,26320.0,26312.0,26312.0,325
2025-10-31 12:10:00+05:30,26312.0,26320.0,26285.8,26285.8,1495
2025-10-31 12:15:00+05:30,26285.8,26299.9,26285.8,26295.9,520
2025-10-31 12:20:00+05:30,26295.9,26295.9,26270.6,26279.9,1235
2025-10-31 12:25:00+05:30,26279.9,26279.9,26267.7,26275.0,910
2025-10-31 12:30:00+05:30,26275.0,26285.0,26273.7,26273.7,585
2025-10-31 12:35:00+05:30,26273.7,26280.0,26270.0,26280.0,260
2025-10-31 12:40:00+05:30,26280.0,26285.0,26280.0,26285.0,260
2025-10-31 12:45:00+05:30,26285.0,26293.1,26274.3,26274.3,585
2025-10-31 12:50:00+05:30,26274.3,26287.1,26274.3,26280.0,260
2025-10-31 12:55:00+05:30,26280.0,26290.0,26280.0,26290.0,130
2025-10-31 13:00:00+05:30,26290.0,26294.6,26290.0,26294.6,65
2025-10-31 13:05:00+05:30,26294.6,26299.3,26294.6,26299.0,195
2025-10-31 13:10:00+05:30,26299.0,26299.0,26285.0,26285.0,650
2025-10-31 13:15:00+05:30,26285.0,26298.9,26285.0,26298.9,260
2025-10-31 13:20:00+05:30,26298.9,26298.9,26289.5,26289.5,65
2025-10-31 13:25:00+05:30,26289.5,26289.5,26265.1,26272.8,845
2025-10-31 13:30:00+05:30,26272.8,26272.8,26265.0,26272.0,910
2025-10-31 13:35:00+05:30,26272.0,26272.0,26255.0,26255.0,715
2025-10-31 13:40:00+05:30,26255.0,26260.0,26251.0,26255.0,1690
2025-10-31 13:45:00+05:30,26255.0,26260.0,26250.0,26250.0,3835
2025-10-31 13:50:00+05:30,26250.0,26259.0,26250.0,26259.0,1235
2025-10-31 13:55:00+05:30,26259.0,26265.8,26251.0,26265.8,845
2025-10-31 14:00:00+05:30,26265.8,26280.0,26265.0,26280.0,455
2025-10-31 14:05:00+05:30,26280.0,26280.0,26257.0,26267.9,520
2025-10-31 14:10:00+05:30,26267.9,26270.0,26267.9,26270.0,390
2025-10-31 14:15:00+05:30,26270.0,26270.0,26250.0,26250.2,910
2025-10-31 14:20:00+05:30,26250.2,26262.1,26250.2,26261.9,650
2025-10-31 14:25:00+05:30,26261.9,26272.9,26256.1,26272.9,455
2025-10-31 14:30:00+05:30,26272.9,26275.0,26270.0,26275.0,520
2025-10-31 14:35:00+05:30,26275.0,26275.0,26256.0,26260.0,260
2025-10-31 14:40:00+05:30,26260.0,26268.7,26260.0,26267.0,130
2025-10-31 14:45:00+05:30,26267.0,26267.0,26256.0,26260.0,325
2025-10-31 14:50:00+05:30,26260.0,26260.0,26255.1,26255.1,1040
2025-10-31 14:55:00+05:30,26255.1,26260.0,26255.1,26255.2,455
2025-10-31 15:00:00+05:30,26255.2,26257.4,26250.0,26257.4,2470
2025-10-31 15:05:00+05:30,26257.4,26260.0,26252.0,26259.2,1560
2025-10-31 15:10:00+05:30,26259.2,26260.0,26252.0,26252.0,1820
2025-10-31 15:15:00+05:30,26252.0,26269.0,26252.0,26263.0,1885
2025-10-31 15:20:00+05:30,26263.0,26270.0,26263.0,26266.0,2015
2025-10-31 15:25:00+05:30,26266.0,26269.0,26260.0,26267.8,2275
2025-11-03 09:15:00+05:30,26249.9,26249.9,26147.1,26189.9,4290
2025-11-03 09:20:00+05:30,26189.9,26200.2,26170.0,26170.0,3770
2025-11-03 09:25:00+05:30,26170.0,26179.9,26165.2,26176.9,1690
2025-11-03 09:30:00+05:30,26176.9,26177.0,26154.1,26165.0,1365
2025-11-03 09:35:00+05:30,26165.0,26202.0,26162.1,26202.0,2665
2025-11-03 09:40:00+05:30,26202.0,26224.9,26202.0,26216.6,3120
2025-11-03 09:45:00+05:30,26216.6,26243.5,26216.6,26240.0,2275
2025-11-03 09:50:00+05:30,26240.0,26249.7,26224.0,26246.0,1820
2025-11-03 09:55:00+05:30,26246.0,26259.5,26235.0,26259.5,1365
2025-11-03 10:00:00+05:30,26259.5,26259.9,26213.0,26213.0,2535
2025-11-03 10:05:00+05:30,26213.0,26220.0,26204.5,26204.5,585
2025-11-03 10:10:00+05:30,26204.5,26215.9,26204.5,26214.1,260
2025-11-03 10:15:00+05:30,26214.1,26221.8,26200.2,26221.8,585
2025-11-03 10:20:00+05:30,26221.8,26221.8,26210.0,26211.3,390
2025-11-03 10:25:00+05:30,26211.3,26225.9,26211.3,26225.9,390
2025-11-03 10:30:00+05:30,26225.9,26242.3,26224.9,26234.5,1040
2025-11-03 10:35:00+05:30,26234.5,26265.0,26234.5,26265.0,2145
2025-11-03 10:40:00+05:30,26265.0,26280.0,26261.9,26280.0,1105
2025-11-03 10:45:00+05:30,26280.0,26285.0,26261.9,26261.9,1040
2025-11-03 10:50:00+05:30,26261.9,26261.9,26247.1,26247.1,260
2025-11-03 10:55:00+05:30,26247.1,26248.3,26239.2,26246.0,260
2025-11-03 11:00:00+05:30,26246.0,26272.0,26246.0,26251.4,715
2025-11-03 11:05:00+05:30,26251.4,26261.4,26251.4,26261.4,130
2025-11-03 11:10:00+05:30,26261.4,26261.4,26254.0,26254.0,130
2025-11-03 11:15:00+05:30,26254.0,26264.7,26254.0,26264.7,130
2025-11-03 11:20:00+05:30,26264.7,26264.7,26264.7,26264.7,0
2025-11-03 11:25:00+05:30,26264.7,26264.7,26250.0,26250.0,845
2025-11-03 11:30:00+05:30,26250.0,26262.7,26250.0,26262.7,65
2025-11-03 11:35:00+05:30,26262.7,26262.7,26240.0,26240.0,390
2025-11-03 11:40:00+05:30,26240.0,26240.0,26215.9,26215.9,325
2025-11-03 11:45:00+05:30,26215.9,26223.0,26214.5,26215.4,520
2025-11-03 11:50:00+05:30,26215.4,26220.0,26215.4,26219.9,455
2025-11-03 11:55:00+05:30,26219.9,26239.6,26219.9,26222.8,650
2025-11-03 12:00:00+05:30,26222.8,26234.4,26217.5,26225.9,455
2025-11-03 12:05:00+05:30,26225.9,26232.0,26212.0,26221.7,585
2025-11-03 12:10:00+05:30,26221.7,26221.8,26205.1,26205.1,390
2025-11-03 12:15:00+05:30,26205.1,26210.0,26204.9,26210.0,585
2025-11-03 12:20:00+05:30,26210.0,26223.0,26210.0,26221.0,520
2025-11-03 12:25:00+05:30,26221.0,26221.0,26221.0,26221.0,65
2025-11-03 12:30:00+05:30,26221.0,26221.0,26205.0,26208.0,5850
2025-11-03 12:35:00+05:30,26208.0,26213.3,26208.0,26213.3,130
2025-11-03 12:40:00+05:30,26213.3,26221.0,26213.3,26221.0,65
2025-11-03 12:45:00+05:30,26221.0,26230.9,26221.0,26230.9,260
2025-11-03 12:50:00+05:30,26230.9,26230.9,26230.9,26230.9,65
2025-11-03 12:55:00+05:30,26230.9,26248.6,26230.9,26248.6,390
2025-11-03 13:00:00+05:30,26248.6,26248.6,26238.6,26238.6,65
2025-11-03 13:05:00+05:30,26238.6,26238.6,26222.3,26238.6,845
2025-11-03 13:10:00+05:30,26238.6,26239.0,26233.2,26233.2,130
2025-11-03 13:15:00+05:30,26233.2,26248.0,26233.2,26247.9,715
2025-11-03 13:20:00+05:30,26247.9,26247.9,26241.6,26241.6,130
2025-11-03 13:25:00+05:30,26241.6,26241.6,26226.8,26239.8,260
2025-11-03 13:30:00+05:30,26239.8,26239.8,26239.8,26239.8,0
2025-11-03 13:35:00+05:30,26239.8,26244.9,26239.8,26244.8,130
2025-11-03 13:40:00+05:30,26244.8,26244.8,26243.9,26243.9,65
2025-11-03 13:45:00+05:30,26243.9,26243.9,26234.0,26239.1,260
2025-11-03 13:50:00+05:30,26239.1,26239.1,26239.1,26239.1,0
2025-11-03 13:55:00+05:30,26239.1,26250.0,26227.8,26250.0,1560
2025-11-03 14:00:00+05:30,26250.0,26265.0,26250.0,26264.8,1495
2025-11-03 14:05:00+05:30,26264.8,26264.8,26250.1,26250.1,260
2025-11-03 14:10:00+05:30,26250.1,26258.9,26250.1,26258.3,130
2025-11-03 14:15:00+05:30,26258.3,26275.9,26258.3,26272.0,975
2025-11-03 14:20:00+05:30,26272.0,26280.9,26259.9,26280.9,455
2025-11-03 14:25:00+05:30,26280.9,26284.3,26267.3,26267.3,585
2025-11-03 14:30:00+05:30,26267.3,26272.7,26262.4,26272.7,130
2025-11-03 14:35:00+05:30,26272.7,26272.7,26260.0,26265.0,390
2025-11-03 14:40:00+05:30,26265.0,26265.0,26256.0,26258.3,455
2025-11-03 14:45:00+05:30,26258.3,26258.3,26231.8,26231.8,650
2025-11-03 14:50:00+05:30,26231.8,26241.0,26231.8,26241.0,455
2025-11-03 14:55:00+05:30,26241.0,26241.0,26241.0,26241.0,0
2025-11-03 15:00:00+05:30,26241.0,26246.9,26241.0,26246.9,195
2025-11-03 15:05:00+05:30,26246.9,26258.9,26241.0,26258.9,260
2025-11-03 15:10:00+05:30,26258.9,26258.9,26250.0,26250.0,325
2025-11-03 15:15:00+05:30,26250.0,26258.8,26246.5,26258.8,845
2025-11-03 15:20:00+05:30,26258.8,26258.8,26250.0,26250.0,195
2025-11-03 15:25:00+05:30,26250.0,26258.9,26249.0,26258.0,2665
2025-11-04 09:15:00+05:30,26235.0,26255.0,26211.7,26240.0,4550
2025-11-04 09:20:00+05:30,26240.0,26240.0,26201.2,26228.0,4225
2025-11-04 09:25:00+05:30,26228.0,26228.0,26200.0,26203.0,3380
2025-11-04 09:30:00+05:30,26203.0,26203.0,26180.7,26180.7,7735
2025-11-04 09:35:00+05:30,26180.7,26189.9,26175.0,26187.0,2340
2025-11-04 09:40:00+05:30,26187.0,26199.8,26187.0,26199.8,715
2025-11-04 09:45:00+05:30,26199.8,26199.8,26170.1,26180.8,3315
2025-11-04 09:50:00+05:30,26180.8,26180.8,26166.0,26166.0,3380
2025-11-04 09:55:00+05:30,26166.0,26181.5,26166.0,26181.0,520
2025-11-04 10:00:00+05:30,26181.0,26197.0,26180.0,26191.4,1820
2025-11-04 10:05:00+05:30,26191.4,26197.8,26172.0,26172.0,1495
2025-11-04 10:10:00+05:30,26172.0,26182.5,26170.1,26182.5,715
2025-11-04 10:15:00+05:30,26182.5,26182.5,26155.0,26169.9,2080
2025-11-04 10:20:00+05:30,26169.9,26175.6,26156.0,26175.6,520
2025-11-04 10:25:00+05:30,26175.6,26187.2,26175.6,26187.2,325
2025-11-04 10:30:00+05:30,26187.2,26187.2,26187.2,26187.2,65
2025-11-04 10:35:00+05:30,26187.2,26187.2,26175.7,26180.0,260
2025-11-04 10:40:00+05:30,26180.0,26185.0,26175.6,26176.3,455
2025-11-04 10:45:00+05:30,26176.3,26176.3,26165.0,26165.0,715
2025-11-04 10:50:00+05:30,26165.0,26178.6,26165.0,26178.6,325
2025-11-04 10:55:00+05:30,26178.6,26178.6,26178.6,26178.6,0
2025-11-04 11:00:00+05:30,26178.6,26188.0,26178.0,26188.0,2470
2025-11-04 11:05:00+05:30,26188.0,26188.0,26165.0,26165.0,455
2025-11-04 11:10:00+05:30,26165.0,26167.9,26155.1,26155.2,975
2025-11-04 11:15:00+05:30,26155.2,26162.5,26155.2,26159.6,390
2025-11-04 11:20:00+05:30,26159.6,26160.0,26152.0,26152.0,1820
2025-11-04 11:25:00+05:30,26152.0,26156.5,26141.0,26156.1,2795
2025-11-04 11:30:00+05:30,26156.1,26156.1,26140.0,26142.9,1755
2025-11-04 11:35:00+05:30,26142.9,26144.8,26130.0,26130.0,1560
2025-11-04 11:40:00+05:30,26130.0,26135.0,26130.0,26130.3,1170
2025-11-04 11:45:00+05:30,26130.3,26141.0,26130.3,26135.0,910
2025-11-04 11:50:00+05:30,26135.0,26145.0,26130.0,26141.0,780
2025-11-04 11:55:00+05:30,26141.0,26145.8,26130.2,26139.0,390
2025-11-04 12:00:00+05:30,26139.0,26145.6,26134.3,26145.6,1040
2025-11-04 12:05:00+05:30,26145.6,26146.0,26135.5,26135.5,260
2025-11-04 12:10:00+05:30,26135.5,26151.2,26135.5,26151.2,325
2025-11-04 12:15:00+05:30,26151.2,26156.2,26148.5,26149.2,455
2025-11-04 12:20:00+05:30,26149.2,26157.8,26149.2,26157.6,455
2025-11-04 12:25:00+05:30,26157.6,26157.6,26150.0,26150.0,845
2025-11-04 12:30:00+05:30,26150.0,26150.0,26130.0,26138.0,1040
2025-11-04 12:35:00+05:30,26138.0,26141.0,26138.0,26141.0,195
2025-11-04 12:40:00+05:30,26141.0,26142.0,26141.0,26142.0,845
2025-11-04 12:45:00+05:30,26142.0,26149.9,26142.0,26149.9,260
2025-11-04 12:50:00+05:30,26149.9,26149.9,26140.0,26140.0,65
2025-11-04 12:55:00+05:30,26140.0,26140.0,26140.0,26140.0,65
2025-11-04 13:00:00+05:30,26140.0,26140.1,26140.0,26140.1,130
2025-11-04 13:05:00+05:30,26140.1,26142.0,26140.1,26142.0,65
2025-11-04 13:10:00+05:30,26142.0,26150.0,26142.0,26142.0,390
2025-11-04 13:15:00+05:30,26142.0,26143.2,26138.0,26141.7,585
2025-11-04 13:20:00+05:30,26141.7,26141.7,26121.0,26127.0,975
2025-11-04 13:25:00+05:30,26127.0,26139.6,26121.2,26139.5,325
2025-11-04 13:30:00+05:30,26139.5,26140.0,26122.2,26122.2,520
2025-11-04 13:35:00+05:30,26122.2,26135.0,26122.2,26135.0,195
2025-11-04 13:40:00+05:30,26135.0,26149.9,26135.0,26147.9,585
2025-11-04 13:45:00+05:30,26147.9,26147.9,26140.0,26140.0,65
